Year,Age,Female,Male,Total
1934,104,0.44075,0.512302,0.463866
1934,105,0.457801,0.548718,0.486287
1934,106,0.476916,0.585452,0.510072
1934,107,0.502668,0.623119,0.538949
1934,108,0.525456,0.650953,0.563085
1934,109,0.529556,0.740648,0.587184
1934,110+,0.659328,1.150146,0.763586
1935,0,0.053952,0.069681,0.061964
1935,1,0.008258,0.009389,0.008831
1935,2,0.003789,0.004546,0.004171
1935,3,0.002756,0.003199,0.00298
1935,4,0.002326,0.002479,0.002404
1935,5,0.001929,0.002086,0.002009
1935,6,0.001678,0.001919,0.001801
1935,7,0.001463,0.001764,0.001617
1935,8,0.001296,0.001643,0.001473
1935,9,0.001183,0.001555,0.001372
1935,10,0.001117,0.001493,0.001307
1935,11,0.001104,0.001483,0.001295
1935,12,0.001144,0.001526,0.001336
1935,13,0.001237,0.001623,0.001431
1935,14,0.001396,0.001795,0.001596
1935,15,0.001612,0.002033,0.001823
1935,16,0.001838,0.002282,0.00206
1935,17,0.00206,0.002525,0.002292
1935,18,0.002272,0.002753,0.002512
1935,19,0.002475,0.002966,0.002718
1935,20,0.002669,0.003166,0.002915
1935,21,0.002845,0.003342,0.003091
1935,22,0.003002,0.003494,0.003246
1935,23,0.003143,0.003624,0.003381
1935,24,0.003267,0.003731,0.003496
1935,25,0.003372,0.003813,0.00359
1935,26,0.003461,0.003891,0.003673
1935,27,0.003538,0.003968,0.00375
1935,28,0.003601,0.004046,0.00382
1935,29,0.003648,0.004122,0.003882
1935,30,0.003688,0.004206,0.003944
1935,31,0.003763,0.004344,0.004051
1935,32,0.003888,0.004547,0.004215
1935,33,0.004065,0.004821,0.00444
1935,34,0.004299,0.005168,0.004731
1935,35,0.004582,0.005579,0.005079
1935,36,0.004862,0.005996,0.005429
1935,37,0.005107,0.006379,0.005745
1935,38,0.005295,0.006702,0.006003
1935,39,0.005431,0.006969,0.006207
1935,40,0.005541,0.007214,0.006388
1935,41,0.005684,0.007497,0.006604
1935,42,0.005901,0.007864,0.006901
1935,43,0.006225,0.008355,0.007313
1935,44,0.006658,0.008972,0.007844
1935,45,0.007174,0.009682,0.008465
1935,46,0.007738,0.010438,0.009134
1935,47,0.008333,0.011231,0.009835
1935,48,0.008947,0.01206,0.010564
1935,49,0.009586,0.012938,0.011329
1935,50,0.010268,0.013879,0.012145
1935,51,0.010978,0.014866,0.012999
1935,52,0.011698,0.015877,0.013869
1935,53,0.012409,0.016886,0.014733
1935,54,0.013103,0.017883,0.015583
1935,55,0.013807,0.018902,0.016447
1935,56,0.01462,0.020035,0.017422
1935,57,0.015596,0.021339,0.018562
1935,58,0.016771,0.022855,0.019908
1935,59,0.018172,0.024605,0.021482
1935,60,0.019793,0.02659,0.023283
1935,61,0.02158,0.02877,0.025263
1935,62,0.02352,0.03112,0.027405
1935,63,0.025632,0.033641,0.029718
1935,64,0.027963,0.036379,0.03225
1935,65,0.030527,0.039356,0.03502
1935,66,0.033255,0.042473,0.037939
1935,67,0.036196,0.045789,0.041061
1935,68,0.039431,0.049417,0.044481
1935,69,0.042987,0.053385,0.048227
1935,70,0.046919,0.057752,0.052355
1935,71,0.051368,0.062779,0.057068
1935,72,0.056329,0.068452,0.062357
1935,73,0.061698,0.074583,0.068079
1935,74,0.067521,0.081225,0.074284
1935,75,0.071118,0.085408,0.078138
1935,76,0.078162,0.093504,0.085669
1935,77,0.085772,0.102214,0.093778
1935,78,0.09383,0.11138,0.102322
1935,79,0.102274,0.120696,0.111123
1935,80,0.107077,0.128248,0.117038
1935,81,0.11653,0.138413,0.126728
1935,82,0.12686,0.149754,0.137411
1935,83,0.137918,0.162058,0.148905
1935,84,0.149573,0.175074,0.161024
1935,85,0.16214,0.18922,0.174125
1935,86,0.176123,0.204692,0.188583
1935,87,0.191763,0.221605,0.204586
1935,88,0.208836,0.239572,0.221845
1935,89,0.226165,0.25691,0.238984
1935,90,0.241505,0.271414,0.25377
1935,91,0.25512,0.282045,0.265975
1935,92,0.267188,0.287636,0.275307
1935,93,0.275612,0.287337,0.280202
1935,94,0.280836,0.284772,0.282359
1935,95,0.286235,0.288091,0.286948
1935,96,0.285691,0.288236,0.286659
1935,97,0.276827,0.283515,0.279307
1935,98,0.269532,0.27944,0.273086
1935,99,0.284866,0.29086,0.286966
1935,100,0.388137,0.390935,0.389123
1935,101,0.406241,0.406155,0.406211
1935,102,0.426927,0.421359,0.425064
1935,103,0.447962,0.436617,0.44423
1935,104,0.470546,0.449093,0.463567
1935,105,0.494793,0.474189,0.488276
1935,106,0.515909,0.50592,0.512879
1935,107,0.541031,0.53785,0.540099
1935,108,0.578922,0.568643,0.575965
1935,109,0.613717,0.579832,0.603963
1935,110+,0.713261,0.919271,0.752612
1936,0,0.055168,0.07011,0.062786
1936,1,0.008141,0.00963,0.008895
1936,2,0.003887,0.004505,0.004199
1936,3,0.002692,0.003045,0.00287
1936,4,0.002154,0.002388,0.002272
1936,5,0.001758,0.00201,0.001886
1936,6,0.001534,0.001865,0.001702
1936,7,0.00136,0.001733,0.00155
1936,8,0.001219,0.00161,0.001418
1936,9,0.00112,0.001511,0.001319
1936,10,0.00107,0.001445,0.00126
1936,11,0.001071,0.001435,0.001255
1936,12,0.001129,0.001493,0.001312
1936,13,0.00124,0.001615,0.001429
1936,14,0.001408,0.001805,0.001607
1936,15,0.001636,0.00207,0.001854
1936,16,0.001879,0.002356,0.002117
1936,17,0.002114,0.002633,0.002372
1936,18,0.002337,0.00289,0.002612
1936,19,0.002539,0.003117,0.002826
1936,20,0.002721,0.003309,0.003012
1936,21,0.002886,0.00347,0.003175
1936,22,0.003037,0.003603,0.003317
1936,23,0.003177,0.003713,0.003442
1936,24,0.003311,0.003802,0.003553
1936,25,0.003435,0.003874,0.003652
1936,26,0.003541,0.00395,0.003743
1936,27,0.003622,0.004033,0.003825
1936,28,0.003678,0.004122,0.003897
1936,29,0.003707,0.004216,0.003958
1936,30,0.003719,0.004324,0.004018
1936,31,0.003773,0.004478,0.004122
1936,32,0.003889,0.004689,0.004285
1936,33,0.004069,0.004963,0.004512
1936,34,0.00432,0.005301,0.004808
1936,35,0.004631,0.005701,0.005163
1936,36,0.004941,0.006129,0.005534
1936,37,0.00523,0.006573,0.005902
1936,38,0.005476,0.007009,0.006246
1936,39,0.005659,0.007411,0.006541
1936,40,0.005793,0.007785,0.006799
1936,41,0.00594,0.008156,0.007062
1936,42,0.006128,0.008548,0.007357
1936,43,0.00639,0.009,0.007719
1936,44,0.006754,0.009551,0.008183
1936,45,0.007222,0.010203,0.008751
1936,46,0.00776,0.010934,0.009394
1936,47,0.008356,0.011733,0.010101
1936,48,0.009003,0.012606,0.01087
1936,49,0.009696,0.013566,0.011706
1936,50,0.010436,0.014616,0.012608
1936,51,0.011194,0.015712,0.013541
1936,52,0.011964,0.016835,0.014493
1936,53,0.012724,0.017958,0.015441
1936,54,0.013447,0.019042,0.016348
1936,55,0.014149,0.020099,0.01723
1936,56,0.014957,0.021254,0.018212
1936,57,0.015932,0.02257,0.019357
1936,58,0.017109,0.024088,0.020701
1936,59,0.018528,0.025845,0.022286
1936,60,0.020202,0.027857,0.024125
1936,61,0.022077,0.030101,0.02618
1936,62,0.024148,0.032585,0.028451
1936,63,0.026446,0.035323,0.030962
1936,64,0.029027,0.03836,0.033766
1936,65,0.031917,0.041705,0.03688
1936,66,0.034946,0.045124,0.0401
1936,67,0.038052,0.048549,0.04336
1936,68,0.041282,0.05204,0.046712
1936,69,0.044679,0.055664,0.050208
1936,70,0.048323,0.059544,0.053949
1936,71,0.052644,0.06428,0.058452
1936,72,0.057891,0.070188,0.063999
1936,73,0.064114,0.077294,0.070627
1936,74,0.071299,0.085526,0.078298
1936,75,0.076517,0.091574,0.083885
1936,76,0.084401,0.100638,0.09231
1936,77,0.09295,0.110294,0.10136
1936,78,0.101832,0.120253,0.110714
1936,79,0.11069,0.13002,0.119945
1936,80,0.114919,0.137245,0.125389
1936,81,0.124909,0.14784,0.135572
1936,82,0.136444,0.160242,0.147399
1936,83,0.14924,0.17414,0.160567
1936,84,0.163148,0.189195,0.17484
1936,85,0.178063,0.205097,0.190024
1936,86,0.193844,0.221842,0.206044
1936,87,0.211131,0.240085,0.223553
1936,88,0.229648,0.2595,0.242256
1936,89,0.24808,0.278881,0.260886
1936,90,0.264485,0.295938,0.277363
1936,91,0.278607,0.309383,0.291005
1936,92,0.290865,0.318255,0.30173
1936,93,0.301039,0.321179,0.308938
1936,94,0.308475,0.321719,0.31362
1936,95,0.316831,0.32894,0.321493
1936,96,0.321682,0.330867,0.3252
1936,97,0.319732,0.325223,0.321814
1936,98,0.313293,0.319479,0.315576
1936,99,0.32604,0.334268,0.328973
1936,100,0.426288,0.429518,0.427416
1936,101,0.444034,0.446129,0.444771
1936,102,0.461958,0.460702,0.461521
1936,103,0.483479,0.474638,0.480507
1936,104,0.504753,0.4877,0.49909
1936,105,0.528122,0.494968,0.517142
1936,106,0.553146,0.523416,0.543583
1936,107,0.571664,0.56532,0.569729
1936,108,0.596615,0.606728,0.599571
1936,109,0.646931,0.647605,0.647126
1936,110+,0.714826,0.852273,0.745105
1937,0,0.053667,0.068077,0.061008
1937,1,0.007856,0.008863,0.008366
1937,2,0.003717,0.004276,0.004
1937,3,0.00249,0.002867,0.002681
1937,4,0.001963,0.002334,0.002151
1937,5,0.001604,0.001947,0.001778
1937,6,0.001404,0.001746,0.001578
1937,7,0.001253,0.001593,0.001426
1937,8,0.001135,0.001464,0.001303
1937,9,0.001039,0.001356,0.0012
1937,10,0.000977,0.001287,0.001135
1937,11,0.000972,0.001288,0.001132
1937,12,0.001024,0.001356,0.001192
1937,13,0.001132,0.001494,0.001315
1937,14,0.001295,0.001701,0.001499
1937,15,0.001507,0.001967,0.001738
1937,16,0.001734,0.002247,0.001991
1937,17,0.001959,0.002521,0.002239
1937,18,0.002175,0.002774,0.002473
1937,19,0.002375,0.002995,0.002682
1937,20,0.002551,0.003172,0.002858
1937,21,0.002701,0.003309,0.003001
1937,22,0.002829,0.00342,0.003121
1937,23,0.00294,0.003512,0.003222
1937,24,0.003037,0.003587,0.003308
1937,25,0.003126,0.003656,0.003387
1937,26,0.003213,0.003739,0.003472
1937,27,0.003296,0.003835,0.003562
1937,28,0.003372,0.003942,0.003653
1937,29,0.003438,0.004059,0.003745
1937,30,0.0035,0.004188,0.00384
1937,31,0.003588,0.004348,0.003964
1937,32,0.003713,0.004546,0.004125
1937,33,0.003878,0.004784,0.004327
1937,34,0.004088,0.005067,0.004574
1937,35,0.004339,0.005395,0.004864
1937,36,0.004603,0.005756,0.005178
1937,37,0.00487,0.00615,0.00551
1937,38,0.005136,0.006572,0.005855
1937,39,0.005383,0.007,0.006195
1937,40,0.005599,0.007414,0.006513
1937,41,0.005806,0.007822,0.006824
1937,42,0.006027,0.008244,0.00715
1937,43,0.006277,0.008704,0.007509
1937,44,0.006584,0.009235,0.007935
1937,45,0.006978,0.009872,0.008457
1937,46,0.007464,0.010605,0.009075
1937,47,0.008026,0.01141,0.009768
1937,48,0.008656,0.012278,0.010528
1937,49,0.009355,0.013222,0.011359
1937,50,0.010113,0.014253,0.012262
1937,51,0.010877,0.015335,0.013192
1937,52,0.011644,0.016459,0.014144
1937,53,0.012409,0.017616,0.01511
1937,54,0.013145,0.018771,0.016061
1937,55,0.013844,0.019899,0.016978
1937,56,0.01462,0.021078,0.017957
1937,57,0.015534,0.022373,0.019061
1937,58,0.016626,0.023831,0.020332
1937,59,0.017929,0.025483,0.021804
1937,60,0.019467,0.027355,0.023502
1937,61,0.021215,0.029469,0.025427
1937,62,0.023176,0.03185,0.027591
1937,63,0.025369,0.03453,0.030019
1937,64,0.027852,0.037561,0.032767
1937,65,0.030664,0.040951,0.035861
1937,66,0.033626,0.044407,0.039065
1937,67,0.036651,0.047802,0.04227
1937,68,0.039684,0.051088,0.045421
1937,69,0.042767,0.054278,0.048548
1937,70,0.045986,0.057554,0.051779
1937,71,0.049843,0.061653,0.055733
1937,72,0.05465,0.066971,0.060766
1937,73,0.060639,0.073774,0.067124
1937,74,0.067926,0.082186,0.074927
1937,75,0.07443,0.089741,0.081904
1937,76,0.081706,0.098294,0.089757
1937,77,0.089424,0.107252,0.098032
1937,78,0.097623,0.116658,0.106764
1937,79,0.105759,0.125998,0.115418
1937,80,0.109092,0.133048,0.120281
1937,81,0.117929,0.143215,0.129639
1937,82,0.128734,0.155311,0.14093
1937,83,0.141317,0.169156,0.153954
1937,84,0.155343,0.184024,0.168198
1937,85,0.17061,0.199254,0.183269
1937,86,0.18634,0.214383,0.198553
1937,87,0.202424,0.229926,0.214217
1937,88,0.219077,0.246333,0.23058
1937,89,0.234927,0.262871,0.24653
1937,90,0.248129,0.278545,0.260549
1937,91,0.259506,0.291413,0.272329
1937,92,0.268356,0.300345,0.281005
1937,93,0.274636,0.304827,0.286408
1937,94,0.280648,0.308413,0.291384
1937,95,0.288377,0.320422,0.300661
1937,96,0.290917,0.328588,0.305218
1937,97,0.289052,0.326791,0.303316
1937,98,0.285583,0.320328,0.298604
1937,99,0.293922,0.328296,0.306449
1937,100,0.393236,0.395472,0.394026
1937,101,0.410654,0.411424,0.410923
1937,102,0.425244,0.426521,0.425693
1937,103,0.440049,0.437751,0.439247
1937,104,0.459031,0.448042,0.455311
1937,105,0.477869,0.456872,0.470806
1937,106,0.499675,0.456843,0.485124
1937,107,0.524194,0.488697,0.512518
1937,108,0.537354,0.542998,0.539077
1937,109,0.562218,0.6,0.573084
1937,110+,0.64342,0.663317,0.648281
1938,0,0.050897,0.064878,0.058018
1938,1,0.007369,0.008205,0.007793
1938,2,0.003322,0.003797,0.003563
1938,3,0.00225,0.00267,0.002463
1938,4,0.001769,0.002053,0.001912
1938,5,0.001466,0.00171,0.00159
1938,6,0.001293,0.001555,0.001426
1938,7,0.001148,0.001421,0.001287
1938,8,0.001038,0.001319,0.00118
1938,9,0.000949,0.00123,0.001092
1938,10,0.000881,0.001161,0.001023
1938,11,0.000867,0.001151,0.001012
1938,12,0.000913,0.001208,0.001062
1938,13,0.001013,0.001323,0.00117
1938,14,0.001167,0.001498,0.001334
1938,15,0.001362,0.00172,0.001542
1938,16,0.001557,0.00194,0.001749
1938,17,0.001747,0.002156,0.001951
1938,18,0.001927,0.002361,0.002143
1938,19,0.002091,0.002544,0.002315
1938,20,0.002234,0.002695,0.002462
1938,21,0.002358,0.002818,0.002584
1938,22,0.002465,0.002915,0.002686
1938,23,0.002561,0.002996,0.002775
1938,24,0.00265,0.003069,0.002856
1938,25,0.002736,0.003139,0.002934
1938,26,0.002818,0.00322,0.003016
1938,27,0.002895,0.003311,0.0031
1938,28,0.002962,0.003409,0.003183
1938,29,0.003017,0.003509,0.00326
1938,30,0.003063,0.003616,0.003337
1938,31,0.003137,0.003751,0.003441
1938,32,0.003248,0.003921,0.003581
1938,33,0.003401,0.00413,0.003762
1938,34,0.003601,0.00438,0.003987
1938,35,0.003842,0.004671,0.004254
1938,36,0.004092,0.004993,0.00454
1938,37,0.004342,0.005343,0.004841
1938,38,0.004589,0.005721,0.005155
1938,39,0.004828,0.006125,0.005478
1938,40,0.005052,0.006537,0.005798
1938,41,0.005276,0.00695,0.006119
1938,42,0.005514,0.007369,0.006451
1938,43,0.005779,0.007812,0.006809
1938,44,0.006085,0.008298,0.00721
1938,45,0.006455,0.008856,0.007678
1938,46,0.006902,0.009515,0.008238
1938,47,0.007427,0.010278,0.00889
1938,48,0.008017,0.01113,0.00962
1938,49,0.008664,0.012069,0.010423
1938,50,0.009364,0.013096,0.011298
1938,51,0.010088,0.014158,0.0122
1938,52,0.010833,0.015246,0.013123
1938,53,0.011602,0.016354,0.014067
1938,54,0.012392,0.017461,0.015019
1938,55,0.013192,0.018555,0.015968
1938,56,0.014042,0.019696,0.016964
1938,57,0.014964,0.020916,0.018033
1938,58,0.015994,0.022267,0.01922
1938,59,0.017173,0.023802,0.020572
1938,60,0.018529,0.025548,0.022116
1938,61,0.020103,0.027541,0.023893
1938,62,0.021924,0.029814,0.025933
1938,63,0.024014,0.032401,0.028263
1938,64,0.026405,0.035351,0.030924
1938,65,0.029121,0.038667,0.033928
1938,66,0.03199,0.042086,0.037064
1938,67,0.034996,0.045553,0.040293
1938,68,0.038075,0.049002,0.04355
1938,69,0.041202,0.052362,0.046787
1938,70,0.044453,0.055766,0.050105
1938,71,0.048247,0.059822,0.054013
1938,72,0.052801,0.064823,0.058764
1938,73,0.058348,0.071007,0.064595
1938,74,0.065156,0.078658,0.071781
1938,75,0.072681,0.087178,0.079747
1938,76,0.079416,0.09469,0.086814
1938,77,0.086098,0.102115,0.093806
1938,78,0.093307,0.109913,0.101251
1938,79,0.101052,0.118044,0.109134
1938,80,0.104309,0.124195,0.113566
1938,81,0.112702,0.13332,0.122217
1938,82,0.122768,0.144288,0.132608
1938,83,0.134701,0.157248,0.14491
1938,84,0.147992,0.171821,0.158657
1938,85,0.161976,0.18719,0.17311
1938,86,0.17642,0.202905,0.187947
1938,87,0.190778,0.218177,0.202526
1938,88,0.204627,0.232762,0.2165
1938,89,0.217791,0.246401,0.229668
1938,90,0.229099,0.25781,0.240817
1938,91,0.239108,0.266329,0.250026
1938,92,0.24803,0.270757,0.257007
1938,93,0.254379,0.270988,0.260844
1938,94,0.260194,0.272165,0.264798
1938,95,0.270001,0.284053,0.275363
1938,96,0.274607,0.294554,0.282133
1938,97,0.272351,0.297612,0.281759
1938,98,0.271102,0.294887,0.279926
1938,99,0.283863,0.303861,0.291237
1938,100,0.370368,0.385643,0.375871
1938,101,0.390578,0.405726,0.395905
1938,102,0.41025,0.429419,0.416897
1938,103,0.42585,0.453539,0.435497
1938,104,0.442418,0.472123,0.452702
1938,105,0.465458,0.490723,0.473983
1938,106,0.489051,0.50803,0.49545
1938,107,0.519054,0.511133,0.516314
1938,108,0.554973,0.574947,0.561591
1938,109,0.57277,0.698832,0.609753
1938,110+,0.653945,0.892283,0.711538
1939,0,0.046828,0.059669,0.053369
1939,1,0.005921,0.006706,0.00632
1939,2,0.002633,0.003152,0.002896
1939,3,0.001896,0.002286,0.002094
1939,4,0.001555,0.001827,0.001693
1939,5,0.001298,0.001552,0.001427
1939,6,0.001112,0.001385,0.00125
1939,7,0.000956,0.001244,0.001102
1939,8,0.000846,0.001152,0.001001
1939,9,0.000781,0.001109,0.000947
1939,10,0.000749,0.001095,0.000924
1939,11,0.000762,0.001121,0.000944
1939,12,0.000826,0.001194,0.001012
1939,13,0.000937,0.00131,0.001126
1939,14,0.001093,0.001466,0.001281
1939,15,0.001281,0.001654,0.001469
1939,16,0.001456,0.001833,0.001646
1939,17,0.001615,0.002009,0.001812
1939,18,0.001764,0.002191,0.001977
1939,19,0.001896,0.002366,0.002129
1939,20,0.002011,0.002526,0.002265
1939,21,0.002119,0.002665,0.002388
1939,22,0.00222,0.002773,0.002492
1939,23,0.002315,0.002849,0.002577
1939,24,0.00241,0.002905,0.002653
1939,25,0.002505,0.002951,0.002724
1939,26,0.002595,0.00301,0.002799
1939,27,0.002683,0.003092,0.002884
1939,28,0.002767,0.003195,0.002978
1939,29,0.002841,0.003315,0.003075
1939,30,0.002912,0.003452,0.003179
1939,31,0.003004,0.003609,0.003303
1939,32,0.003126,0.003786,0.003453
1939,33,0.003276,0.003984,0.003627
1939,34,0.003462,0.004207,0.003831
1939,35,0.003677,0.004455,0.004063
1939,36,0.003896,0.004732,0.004311
1939,37,0.004112,0.005039,0.004573
1939,38,0.004325,0.005379,0.00485
1939,39,0.004532,0.005753,0.005142
1939,40,0.004738,0.006155,0.005448
1939,41,0.004972,0.006594,0.005787
1939,42,0.005237,0.007055,0.006153
